model_id,alias,model_name,brand_id,class_id,narrative,status,abbreviation,quickbook_model_id,model_path,is_active,updated_by,updated_date
7876,Negociant,Negociant,1242,86,"<p>This edition launched in 2017 and was an interesting departure from Tatuajes well known medium to full bodied blends. Negociants inclusion of two San Andreas Mexican binders with vintage Nicaraguan filler leaves being encased in a blond Connecticut seed Ecuadorian grown wrapper produces a tamer and very flavorful stick. This is a smooth, mellow and creamy like smoke with some welcomed sweetness thats not omnipresent. Origin - Nicaragua Filler - Nicaraguan Binder - Mexican - Nicaraguan Wrapper Type - Ecuador Connecticut</p>",active,NEGO,80002D3F-1526510256,tatuaje-negociant,1,98,"2023-01-05 10:27:02"
7877,"Cabaiguan Guapos","Cabaiguan Guapos",1242,86,,active,CABA,80002D44-1526510677,tatuaje-cabaiguan-guapos,1,98,"2023-01-05 10:28:22"
7878,Fausto,Fausto,1242,86,"<p>Since its launch in 2003, Pete Johnson’s Tatuaje cigar portfolio has grown to include more than 20 brands—both in regular and limited production and has grown from unknown status to one of the cigar industry’s highly rated and sought-after boutique cigar brands. Johnson himself has also evolved from an unknown newcomer to visionary and respected industry entrepreneur. This edition came on the scene back in 2011 and received deservedly high ratings culminating in being awarded one of the top cigars of 2018 with 93 points. As you can see, Fausto has been a truly consistently great stick for about a decade. In short; this is a dark, strong, hearty and spicy cigar from the get go and increases in intensity and you move along with it. Buckle up! Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Habano Maduro</p>",active,FAU,80002D49-1526567930,tatuaje-fausto,1,98,"2023-01-05 10:28:51"
7879,Avion,Avion,1242,86,"<p>Since its launch in 2003, Pete Johnson’s Tatuaje cigar portfolio has grown to include more than 20 brands—both in regular and limited production and has grown from unknown status to one of the cigar industry’s highly rated and sought-after boutique cigar brands. Johnson himself has also evolved from an unknown newcomer to visionary and respected industry entrepreneur. An important thing to know is that the Avion was blended in its entirety by Johnson himself. Its hard to believe that its been almost 10 years since this gem came to market. Many feel this is Petes signature smoke. While we know the selected vintage blend of fillers and binder are the exact ones contained in his Fausto brand, the creative use of a rare, nearly black USA grown Connecticut Broadleaf wrapper produces a very unique stick. This box pressed, old school perfecto is a solidly medium bodied smoke that gains a smooth intensity as it moves along. But make no mistake, this is a bold, rich and dense cigar. Origin - Nicaragua Filler - Nicaraguan Binder - Nicaraguan Wrapper Type - Connecticut Broadleaf - Ecuador Habano</p>",active,AVI,80002D4F-1526568383,tatuaje-avion,1,98,"2023-01-05 10:29:03"
7880,"Skinny Monster","Skinny Monster",1242,86,"<p>It’s been almost 10 years since Tatuaje has been producing this highly rated quirky edition of sticks around Halloween time with names like, Drac, The Wolfman and Boris to name a few. While the Robusto size boxes of ten have always been very limited editions, the Skinny lines uprite box of Lanceros has been more widely available, with sporadic backorders throughout the year. Since taste is a personal preference and considering the 10 editions we list, what can be said is that with the exception of the mild-mellow Tiff, the others all range from medium-full bodied in taste. Ive always loved Lanceros. For me, their overall size allows the best of what a cigar tastes like arrives quickly and are cool burning. But hey, thats just me! Considering Skinnys popularity, most folks will take whats available at any given time. Any one is an enjoyable and unique smoking experience. Origin - Nicaragua Filler - Varied Binder - Varied Wrapper Type - Habano</p>",active,SKIN,80002D53-1526568860,tatuaje-skinny-monster,1,98,"2023-01-05 10:29:28"
7881,Original,Original,1280,87,"<p>The Tatuaje L'Atelier Original is produced by My Father Cigars S.A. in Nicaragua. These perfectly made medium to full bodied cigars quickly became highly rated favorites throughout the industry. The LAT56 scored a 94 with Cigar Aficionado and named a top 25 cigar of the year!&nbsp;</p><p>Wrapper: Ecuador (Sancti Spiritus)<br>Binder: Nicaragua<br>Filler: Nicaragua</p>",active,LAT:ORIGINAL,80002D5E-1526569660,latelier-original,1,124,"2023-02-04 13:25:33"
7882,"L'Atelier Selection Speciale","L'Atelier Selection Speciale",1280,86,NULL,inactive,LAT,80002D63-1526570254,latelier-latelier-selection-speciale,0,98,"2023-11-10 05:31:02"
7883,"L'Atelier Maduro","L'Atelier Maduro",1280,86,NULL,inactive,LATE,80002D67-1526571424,latelier-latelier-maduro,0,98,"2023-11-10 05:31:02"
7884,"La Mission","La Mission",1280,87,"<p>&nbsp;La Mission de L’Atelier is french for <i>the mission of the workshop. </i>Pete Johnson, who is the owner of the L'Atelier brand is passionate about fine wine and premium cigars. He drew inspiration for this award winning cigar from his love for wine. L'Atelier cigars are renowned for being different and bold with complex flavor. This particular line comes in 7 vitolas and 18 count boxes. La Mission du L'Atelier 1959 ranked #4 on Cigar Aficionados 2020 Cigar of the Year list and it received a whopping 96 rating!</p><p>Wrapper:&nbsp;San Andrés Mexico &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Binder:&nbsp;Nicaragua &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Filler:&nbsp;Nicaragua</p>",active,LAM,80002D7A-1526593078,latelier-la-mission,1,121,"2023-01-10 11:53:00"
7885,Identite,Identite,1280,87,"<p>The L’Atelier &nbsp;Identité line was released in 2017 and is comprised of Tatuajes Sancti Spiritus leaves which are a hybrid of Criollo and Pelo de Oro crops. This blend tends to have an overall strength in the Medium-Strong range along with a medium to full flavored body and complexity. As powerful as this cigar starts out, it turns out to be super smooth with an array of sweet flavor notes and natural tobacco taste. The Number 2 is a top pick.<br>&nbsp;</p><p>Wrapper: Ecuadorian Sancti Spiritus<br>Binder: Nicaraguan, double binder – Includes Sancti Spiritus<br>Filler: Nicaraguan, Includes Sancti Spiritus</p>",active,IDE,80002D82-1526593790,latelier-identite,1,121,"2023-01-11 15:18:17"
7886,Surrogates,Surrogates,1280,87,"<p>Tatuajes L'Atelier Surrogates series was launched in 2012 in a variety of shapes and sizes. The line is made up of two different blends depending on the selection; One consists of a dark Ecuadorian wrapper encasing a twin binder of Mexican and Nicaraguan leaves along with Connecticut Broadleaf and Nicaraguan fillers. The other is a more straightforward composition of Nicaraguan fillers and binder wrapped with an Ecuadorian Habano leaf. Both are medium to full bodied complex tasting cigars and have been highly rated. The 7th Sam and Tramp Stamp are top picks from each blend.</p>",active,SUR,80002D86-1526594024,latelier-surrogates,1,121,"2023-01-11 15:41:55"
7887,"Cote d'Or1","Cote d'Or.",1280,87,"<p>The Tatuaje Cote d'Or is a masterfully constructed, softly box pressed 7x47 sized church that truly ranks as a Super Premium. This slow burning cigar has a perfect draw delivering rich maduro flavors from start to finish.&nbsp;</p><p>Wrapper: Ecuadorian Sancti Spíritus Hybrid (Pelo de Oro+Criollo seed)Maduro<br>Binder: Duel binder (undisclosed)<br>Filler: Pelo de Oro (Nicaraguan)</p>",inactive,COT1,80002D90-1526595017,latelier-cote-dor,0,106,"2023-11-10 05:31:02"
7888,Trocadero,Trocadero,1280,87,"<p>The Tatuaje L'Atelier Trocadero Line consists of three sizes representing the company's value priced bundle cigars. These medium bodied entries are complexly blended and very well made considering their price. They're very flavorful, burn well and have none of the normal shortcomings of budget priced offerings.</p><p>Wrapper : Nicaraguan Rosado Habano<br>Binder :Connecticut broadleaf<br>Filler : Nicaraguan</p>",inactive,TROC,80002D93-1526595250,latelier-trocadero,0,106,"2023-11-10 05:31:02"
7889,"El Suelo","El Suelo",1280,87,"<p>The Tatuaje L'Atelier El Suelo line is another low cost value priced bundle offering from this great company. While the sizes are similar to the Trocadero, the higher priming of leaves used creates a medium to full bodied cigar. Everything about these is of the highest quality except the price!</p><p>Wrapper: Habano Ecuador<br>Binder: Connecticut Broadleaf<br>Filler: Connecticut Broadleaf and Nicaraguan</p>",inactive,ELS,80002D97-1526595557,latelier-el-suelo,0,106,"2023-11-10 05:31:02"
7890,"The Last Tsar","The Last Tsar",1173,86,"<p>The Last Tsar by Caldwell is Somewhat of a mystery considering the identity of the fillers and binder tobaccos are a closely held secret. The dark Ecuadorian grown Connecticut wrapper is equally rare. This is a medium bodied cigar that gains considerable strength and intensity very quickly after its lit.</p><p>Wrapper: Hybrid Connecticut Arapiraca Maduro<br>Binder: Undisclosed<br>Filler: Undisclosed</p>",active,THELA,80002DA6-1526750300,caldwell-the-last-tsar,1,121,"2022-07-05 12:32:07"
7891,Savages,Savages,1173,86,"<p>Caldwell’s Savages is a limited edition extension ot the Long Live the King line. Although it’s specific blend is undisclosed it is creamier and nuttier than Long Live the King and The King is Dead flavorwise.Savages launched in 2016 on a very limited edition basis in a corona size. As with most of Caldwell’s entries, Savages was well received, pricey and quickly sold out. It’s now generally available in a variety of popular sizes in 10 count boxes. This Dominican made cigar stays firmly in the medium to full bodied bodied range and has a slightly sweet and pepperlike complexity that isn’t overpowering. &nbsp;</p><p>WRAPPER: Habano<br>BINDER: Dominican<br>FILLER: Dominican &amp; Nicaraguan</p>",active,SAV,80002DAB-1526750706,caldwell-savages,1,121,"2022-07-06 12:45:20"
7892,Ecto,Ecto,1349,86,NULL,inactive,ECT,80002DB1-1526751597,e-juice-ecto,0,98,"2023-11-10 05:31:02"
7893,"Eastern St. Mad Midnight Exp.","Eastern St. Mad Midnight Exp.",1173,86,"<p>Caldwell's Eastern Standard Maduro (Midnight Express) is a maduro masterpiece. This medium to full bodied cigar delivers heaping notes of espresso, cocoa, cedarwood and sweet-salty caramel via perfect draw. The core flavor here is naturally robust tobacco which exudes a great aromatic smoke as a bonus. This is a true maduro lover's choice.<br>WRAPPER: Connecticut Arapiraca Maduro<br>BINDER: Habana Dominicano<br>FILLER: Dominican Criollo ‘98, Dominican Corojo,Ligero, &amp; Nicaraguan Habano</p>",active,EAS,80002DB7-1526752044,caldwell-eastern-st-mad-midnight-exp,1,98,"2022-12-20 16:46:09"
7894,"Barba Red","Barba Red",1173,86,"<p>Over the last ten years Caldwell has built a huge fan base of loyal smokers which all began with La Barba Red blended by WSET certified Sommelier Tony Bellatto. The Dominican made La Barba Red &nbsp;is medium to full bodied across the board yielding a robust taste with a noticeable amount of peppery spiciness. &nbsp;</p><p>WRAPPER: Dominican Corojo<br>BINDER: Dominican Corojo<br>FILLER: Dominican Habano/Corojo (50% ligero)</p>",active,BARBA,80002DBD-1526752465,caldwell-barba-red,1,98,"2022-12-20 16:46:25"
7895,"Barba Purple","Barba Purple",1173,86,"<p>The La Barba Purple edition was a collaboration of Robert Caldwell and &nbsp; Dominican cigar maker Henderson Ventura. Like the La Barba Red it was blended by WSET certified Sommelier Tony Bellatto.</p><p>This cigar is another great example of stepping out of the box to create yet another unique smoking experience. The key here was using the rarely produced Dominican Carbonell long filler leaves which have an innate natural sweetness &nbsp;along with a Dominican Corojo wrapper which is inherently spicy. The result is a consistent, amazingly balanced medium bodied smoke throughout. This cigar is packaged in boxes of 12.</p><p>Wrapper: HVA (Habano Vuelta Arriba) Ecuadorian Habano<br>Binder: Dominican Corojo<br>Filler: HVA Habano, Dominican Corojo and Carbonell</p>",active,BARBAP,80002DC2-1526752883,caldwell-barba-purple,1,98,"2022-12-20 16:46:42"
7896,"Barba One & Only","Barba One & Only",1173,87,"<p>The La Barba One and Only is another Dominican made edition whose overall body stays squarely in the medium range from start to finish.The dominant flavor note in this cigar is very defined espresso along with an uncanny sweet tobacco taste throughout. There's also a bit of peppery spice and citrus like zest while the strength slightly increases as you move along. La Barba Purple is very unique cigar whose binder and filler are mysteriously "undisclosed". Available only in a Toro size in boxes of 10 cigars.</p><p>Wrapper: Ecuadorian Habano<br>Binder: Undisclosed<br>Filler: Undisclosed</p>",inactive,BARBAO,80002DC7-1526753304,caldwell-barba-one-only,0,106,"2023-11-10 05:31:02"
7897,Reggae,Reggae,1189,87,"<p>The Espinosa Reggae blend takes things to the next level with a unique selection of fillers including rarely used Jamaican leaves. Encased in an Ecuadorian Habano wrapper is an exotic blend of robust Nicaraguan, sweet Honduran along with the Jamaican tobaccos which the company cheerfully states will make “everything feel alright”. This medium to full-bodied cigar yields a bit of clove and gentle spice to the natural sweetness of its character that gains strength as you move along. The unique cap even has dreadlocks of tobacco. Yah Man!&nbsp;</p><p>Wrapper: Ecuador (Habano)<br>Binder: Nicaragua<br>Filler: Honduras, Jamaica &amp; Nicaragua</p>",active,REGG,80002DC9-1526917113,espinosa-reggae,1,121,"2022-08-29 14:07:00"
7898,"Espinosa Dread","Espinosa Dread",1189,86,NULL,inactive,ESPIN,80002DCD-1526917342,espinosa-espinosa-dread,0,98,"2023-11-10 05:31:02"
7899,"601 La Bomba","601 La Bomba",1189,87,"<p>Over ten years after being introduced, the 601 La Bomba is still fulfilling its goal of giving many folks a truly robust , full flavored, strong no nonsense cigar. While it has some faint notes of cocoa &nbsp;and spices, its strength and intensity over shadows everything else about it. Produced at the My Father's Cigar factory in Nicaragua, this blend has become a favorite of seasoned smokers.It should be noted that the medium to full bodied &nbsp;“Warhead” style VI perfecto is encased with USA Connecticut Broadleaf wrappers.</p><p>Wrapper: Nicaraguan Habano<br>Binder: Nicaragua<br>Filler: Nicaragua</p>",active,601,80002DCF-1526917497,espinosa-601-la-bomba,1,121,"2022-08-29 15:04:15"
7900,"601 Blue Label Maduro","601 Blue Label Maduro",1189,86,"<p>The 601 Blue Label Maduro blend are medium to full-bodied cigars produced with an exquisite recipe of perfectly-aged Nicaraguan long-fillers encased in a very dark, oily Broadleaf Maduro wrapper. This line is precisely constructed to offer a rich, well-balanced medley of dark and naturally sweet tobacco flavors enhanced by a wonderful, arousing aroma.&nbsp;</p><p>Wrapper: Connecticut Broadleaf Maduro<br>Binder: Nicaraguan<br>Filler: Nicaraguan</p>",active,601B,80002DD6-1526918027,espinosa-601-blue-label-maduro,1,98,"2022-12-22 11:08:42"
7901,"XEN By Nish Patel","XEN By Nish Patel",1221,86,,active,XEN,80002DF0-1527089657,rocky-patel-xen-by-nish-patel,1,98,"2023-01-06 10:13:23"
7902,"Exodus 1959","Exodus 1959",1080,86,,active,EXO,80002DF5-1527104932,torano-exodus-1959,1,98,"2022-12-28 21:21:01"
7903,"601 Green Label Oscuro","601 Green Label Oscuro",1189,86,"<p>The Espinosa 601 Green Oscuro is a cool burning medium to full-bodied Nicaraguan purebred produced with an exquisite combination of perfectly-aged Nicaraguan long filler tobaccos. Each cigar is precisely blended to exude a well-balanced, robust yet smooth smoke brimming with juicy, complex flavors.&nbsp;</p><p>Wrapper: Nicaraguan Habano Oscuro<br>Binder: Nicaraguan<br>Filler: Nicaraguan</p>",active,601G,80002DF9-1527112865,espinosa-601-green-label-oscuro,1,98,"2022-12-22 11:09:00"
7904,"601 Red Label Habano","601 Red Label Habano",1189,86,"<p>The Espinosa 601 Red Label Habano is a medium to full-bodied cigar produced with an exquisite blend of perfectly-aged Nicaraguan long fillers topped with an attractively oily Nicaraguan Natural Habano wrapper. This highly rated edition provides a stunning mosaic of well-balanced flavors, while maintaining its complex tasting profile from start to finish with an enticing aroma.</p><p>WRAPPER: Nicaraguan Habano &nbsp; &nbsp;BINDER: Nicaraguan &nbsp; &nbsp; &nbsp;FILLER: Nicaraguan</p>",active,601R,80002DFF-1527113305,espinosa-601-red-label-habano,1,98,"2022-12-22 11:09:26"
7905,"Alpha Dawg","Alpha Dawg",1189,86,"<p>The Espinosa Alpha Dawg was originally produced as an event only cigar. The edition's popularity eventually led the company to make this flavorful cigar a full-time offering. &nbsp;The Alpha Dawg is a medium bodied cigar yielding full flavors. All fillers and binders are vintage grown and encased in a perfectly rolled Habano Rosado wrapper. Each style is packaged in 10 count boxes.</p><p>Wrapper: Nicaraguan Habano Rosado<br>Binder: Nicaraguan<br>Filler: Nicaraguan</p>",active,ALP,80002E05-1527113702,espinosa-alpha-dawg,1,98,"2022-12-22 11:09:44"
7906,Especial,Especial,1189,87,"<p>The Espinosa Especial is comprised of vintage binders and fillers grown in the four main cigar growing regions of Nicaragua (Esteli, Jalapa, Condega and Ometepe). The darkly wrapped Especial is a medium bodied cigar full of flavors with hints of cocoa, coffee, sweet spice and dried fruit notes. All three sizes are produced in 10 count boxes.&nbsp;</p><p>Wrapper: Mexican Capa Negra<br>Binder: Nicaragua<br>Filler: Nicaragua</p>",inactive,ESPE,80002E09-1527114111,espinosa-especial,0,124,"2023-11-10 05:31:02"
7907,"Espinosa @Zucar","Espinosa @Zucar",1189,86,NULL,inactive,ESPINO,80002E0D-1527115431,espinosa-espinosa-zucar,0,1,"2023-11-10 05:31:02"
7908,"Maduro 30 Years","Maduro 30 Years",1053,86,,inactive,MAD,80002E11-1527196350,avo-maduro-30-years,0,98,"2023-11-10 05:31:02"
7909,"First 20 Years","First 20 Years",1188,86,,active,FIRS,80002E1E-1527622918,eiroa-first-20-years,1,98,"2022-12-22 10:07:13"
7910,"Fumas Natural","Fumas Natural",1210,86,,active,FUMAS,80002E36-1527862917,premium-house-selection-fumas-natural,1,98,"2023-02-20 13:16:02"
7911,"Fumas Sungrown","Fumas Sungrown",1210,86,,active,FUMASS,80002E3A-1527863361,premium-house-selection-fumas-sungrown,1,98,"2023-02-20 13:16:20"
7912,"18 Paired Maduro","18 Paired Maduro",1183,86,"<p>Origin - Dominican Republic Filler - Dominican Binder - Dominican Wrapper Type - Connecticut Broadleaf</p>",active,18P,80002E41-1527883245,cusano-18-paired-maduro,1,98,"2022-12-21 14:09:21"
7913,Habano,Habano,1066,86,"<p>Alec Bradley produces many top rated premium cigars. Black Market, Prensado and Tempus to name a few. Spirit of Cuba is their value priced addition giving you a mild to medium bodied premium grade cigar hat can be enjoyed on a daily basis for a nominal price. This Habano is a solid medium bodied smoke. Origin - Honduras Filler - Colombian-Honduran-Nicaraguan-Mexican Binder - Nicaraguan Wrapper Type - Nicaraguan Habano</p>",active,SPI:HABANO,80002E48-1528140193,spirit-of-cuba-habano,1,98,"2023-01-04 14:13:09"
7914,"Whiskey Row","Whiskey Row",1185,86,"<p>The Diesel Whiskey Row is a great medium to full bodied blend. More importantly, the tobacco is cured with Rabbit in the Hole Single Barrel Bourbon. It’s taste is not overpowered by this, just enhanced. A pleasant diversion from your everyday smoke! The Churchill is a top pick!</p><p>Wrapper: Ecuadorian Habano<br>Binder: San Andres Maduro (Aged in Rabbit Hole Bourbon Barrels)<br>Filler: Nicaraguan (Ometepe, Condega, Jalapa) – Aged Five to Eight Years<br>&nbsp;</p>",active,WHIS,80002E87-1528322853,diesel-whiskey-row,1,98,"2022-12-22 09:10:00"
7915,EMS,EMS,1205,86,"<p>The El &nbsp;Rey Del Mundo EMS (English Market Selection) is two country blend featuring a lighter natural Ecuadorian Sumatra wrapper. This feature gives these cigars a more of a medium body and reduced strength.&nbsp;</p><p>Filler: Dom. Rep., Honduras &nbsp; Binder: Honduras &nbsp; &nbsp;Wrapper: Ecuadorian Sumatra</p>",active,EMS,80002E8A-1528471463,el-rey-del-mundo-ems,1,98,"2022-12-22 10:10:51"
7916,Natural,Natural,1205,86,"<p>The star feature of the El Rey Del Mundo Natural line is how its mild to medium strength can exude such full flavor with being overpowering. Combine this with the highly aromatic smoke via an open draw, and you have a beautifully made cigar that can be enjoyed at any time of the day. The Flor De LLaneza is the top pick!</p><p>Wrapper: Ecuadorian Sumatra<br>Binder: Honduras<br>Filler: Honduras</p>",active,ELR:NATURAL,80002E8D-1528472023,el-rey-del-mundo-natural,1,124,"2023-02-06 12:04:03"
7917,"La Traviata","La Traviata",1095,87,"<p>It’s hard to believe its been over 11 years since this absolutely amazing cigar was quietly launched. The plain Jane packaging and relatively low price stayed under the radar for some time. When it scored a 93 rating and became one of the top 25 cigars of the year in 2011, the secret was out. The four country blend produces a medium to full bodied, perfectly balanced smoke with tasty spice, cocoa and a robust character that has remained consistent for over a decade. Try a five pack of Divinos to see what you’ve been missing. Origin - Nicaragua Filler - Dominican-Nicaraguan Binder - Cameroon Wrapper Type - Ecuador Habano</p>",inactive,LATRA,80002EC5-1529015659,cao-la-traviata,0,106,"2023-11-10 05:31:02"
7918,"1845 Extra Oscuro","1845 Extra Oscuro",1225,86,,active,1845,80002ECC-1529016245,partagas-1845-extra-oscuro,1,98,"2023-01-06 13:41:50"
7919,"Macanudo Vintage 2006","Macanudo Vintage 2006",1219,86,NULL,inactive,MACAN,80002ECF-1529069303,macanudo-macanudo-vintage-2006,0,98,"2023-11-10 05:31:02"
7920,"Ramon Y Ramon","Ramon Y Ramon",1225,87,,inactive,RAM,80002EDA-1529070839,partagas-ramon-y-ramon,0,149,"2023-11-10 05:31:02"
7921,"MC Connecticut Bundle","MC Connecticut Bundle",1183,86,"<p>When you have a chance, click on the “Ask Richie” icon on the upper part of the screen and read my “Bundles of Joy” submission. You’ll then understand how important the valued priced bundle category has been to both cigar makers and lovers. This edition is one of the best medium bodied smokes available for the price. It’s well made with a great draw yielding a smooth, satisfying smoking experience across the board. Origin - Dominican Republic Filler - Dominican Binder - Connecticut Wrapper Type - Cameroon</p>",active,MCC,80002EFB-1529619482,cusano-mc-connecticut-bundle,1,98,"2022-12-21 14:09:41"
7922,"CC Sungrown Bundle","CC Sungrown Bundle",1183,86,"<p>When you have a chance, click on the “Ask Richie” icon on the upper part of the screen and read my “Bundles of Joy” submission. You’ll then understand how important the valued priced bundle category has been to both cigar makers and lovers. This edition is one of the best Cuban styled full flavor smokes available for the price. It’s well made with a great draw yielding a robustly satisfying smoking experience across the board. Origin - Dominican Republic Filler - Dominican Binder - Dominican Wrapper Type - Sumatra</p>",active,CCS,80002F01-1529619771,cusano-cc-sungrown-bundle,1,98,"2022-12-21 14:09:56"
7923,"Designer Glass Hand Pipes","Designer Glass Hand Pipes",1442,86,NULL,inactive,DES,80002F09-1529784656,glass-designer-glass-hand-pipes,0,98,"2023-11-10 05:31:02"
7924,Oneoff,Oneoff,1273,87,"<p>The Illusione Oneoff line of Nicaraguan puros consists of an extensive array of sizes produced in 10 count boxes are made by Aganorsa Leaf. These spicy and complex tasting medium bodied cigars sporting the iconic peace sign have become hugely popular and highly rated since their creation in 2001. The +53 offerings are priced higher that the originals due to their exclusive blends.</p>",active,ONEO,80002F0A-1529938889,illusione-oneoff,1,121,"2022-10-31 12:46:47"
7925,Nyctophilia,Nyctophilia,1086,86,"<p>Aptly named for a preference for darkness or the night, this Nyctophilia triple maduro edition pushed the flavor meter just about as far as you could go. With a Nicaraguan blend of fillers and binder encased in a near black San Andreas Mexican wrapper, this cigar combines sweetness and spice in a flat out medium plus to very full bodied strong cigar at the finish. &nbsp;</p><p>Wrapper: San Andres Maduro<br>Binder: Nicaraguan Maduro<br>Filler: Nicaraguan Maduro<br>Factory: Undisclosed</p>",active,NYC,80002F2D-1530372139,asylum-13-nyctophilia,1,98,"2022-12-20 14:44:48"
7926,"2012 Habano Bundle","2012 Habano Bundle",1286,87,"<p>The Oscar Valladares 2012 Habano Bundle was released in 2017 and produced in five count packages. Theses expertly made medium to full bodied cigars produce a huge amount of aromatic smoke and yield flavor notes of black coffee, dark semi sweet chocolate and &nbsp;peppery spices. The Robusto is a top pick!</p><p>Wrapper: Ecuadorian Habano<br>Binder: Honduran<br>Filler: Honduran | Nicaraguan</p>",inactive,201,80002F31-1530544447,oscar-valladares-2012-habano-bundle,0,106,"2023-11-10 05:31:02"
7927,"2012 Maduro Bundle","2012 Maduro Bundle",1286,87,"<p>The Oscar Valladares 2012 Maduro Bundle was released in 2017 and produced in five count packages. Theses expertly made medium bodied cigars are complexly flavored with notes of dried citrus, roasted nuts, vanilla bean and spices.&nbsp;</p><p>Wrapper – San Andres Maduro<br>Binder – Honduran<br>Filler – Honduran and Nicaraguan</p>",inactive,2012,80002F35-1530544718,oscar-valladares-2012-maduro-bundle,0,106,"2023-11-10 05:31:02"
7928,"Glass Pipes "","Glass Pipes "",1442,86,NULL,inactive,GLASS,80002F39-1530629239,glass-glass-pipes-,0,98,"2023-11-10 05:31:02"
7929,"Glass Pipe Di-Chro","Glass Pipe Di-Chro",1442,86,NULL,inactive,GLASSP,80002F3F-1530631507,glass-glass-pipe-di-chro,0,98,"2023-11-10 05:31:02"
7930,"Water Pipes XL","Water Pipes XL",1442,86,NULL,perged,WAT,80002F54-1530637094,glass-water-pipes-xl,0,98,"2023-11-10 05:31:02"
7931,"Water Pipes Large","Water Pipes Large",1442,86,NULL,perged,WATE,80002F58-1530642843,glass-water-pipes-large,0,98,"2023-11-10 05:31:02"
7932,"Water Pipes Medium","Water Pipes Medium",1442,86,NULL,perged,WATER,80002F5D-1530643246,glass-water-pipes-medium,0,98,"2023-11-10 05:31:02"
7933,"Sherlock Pipes","Sherlock Pipes",1442,86,NULL,perged,SHER,80002F64-1530718514,glass-sherlock-pipes,0,98,"2023-11-10 05:31:02"
7934,Blunts,Blunts,1442,86,NULL,active,BLUN,80002F6A-1530719014,glass-blunts,1,98,"2022-12-19 13:34:52"
7935,"Miscellaneous Pipes","Miscellaneous Pipes",1442,86,NULL,inactive,MIS,80002F6F-1530723788,glass-miscellaneous-pipes,0,1,"2023-11-10 05:31:02"
7936,Accessories,Accessories,1442,86,NULL,perged,ACCESSO,80002F77-1530727322,glass-accessories,0,98,"2023-11-10 05:31:02"
7937,Medalist,Medalist,1230,86,"This edition was a well received addition to the Alec Bradley line. While its a Honduran purebred, it yields a crispy mild to mellow flavor. The Connecticut seed Honduran grown wrapper adds to its smoothness. This fairly priced, world class cigar is an everyday, all occasion smoke thats being enjoyed by many. Try a five pack of your favorite size and youll agree.



Origin - Honduras

Filler - Honduran-Nicaraguan

Binder - Honduran

Wrapper Type - Honduran",active,MED,80002F7E-1530901842,alec-bradley-medalist,1,1,"2022-05-02 03:21:30"
7938,"2012 Maduro","2012 Maduro",1286,86,"<p>The medium to full bodied Oscar 2012 Maduro is available in 4 popular sizes.</p><p>Wrapper: Mexican San Andrés Maduro<br>Binder: Honduran<br>Filler: Honduran, Nicaraguan</p>",active,2012M,80002F83-1530904568,oscar-valladares-2012-maduro,1,106,"2023-01-04 17:25:33"
7939,"2012 Corojo","2012 Corojo",1286,86,"<p>The Oscar 2012 Corojo uses vintage Nicaraguan and Honduran filler tobaccos along with an aged Nicaraguan binder encased in a Sun-Grown Honduran Corojo wrapper. While this blend is full-bodied, the strength stays in the medium range from start to finish showing spicy bits of cinnamon, black pepper, and clove, as well as flavor notes of toasted buttered bread and an interesting citrus tanginess.</p><p>&nbsp;</p>",active,2012C,80002F87-1530904896,oscar-valladares-2012-corojo,1,106,"2023-01-04 17:25:44"
7940,"2012 Connecticut","2012 Connecticut",1286,86,"<p>The Oscar 2012 Connecticut line of mild to medium bodied cigars consists of four box pressed sizes. These mellow, smooth smoking vitolas have more character and flavor notes than traditional Connecticut offerings along with aromatic smoke and natural tobacco taste. The prestigious Cigar Journal rated this blend a 90! The Torpedo is a top pick!&nbsp;</p><p>WRAPPER:USA Connecticut Shade<br>BINDER:Honduras<br>FILLER:Honduras+Nicaragua</p>",active,2012CO,80002F88-1530904923,oscar-valladares-2012-connecticut,1,106,"2023-01-04 17:25:56"
7941,Samplers,Samplers,1229,86,,active,SAMPL,80002F96-1531433296,micallef-samplers,1,1,"2022-05-02 03:23:15"
7942,"Sabor Aganorsa Maduro","Sabor Aganorsa Maduro",1136,87,"<p>This edition is yet another accomplishment of Casa Fernandez’s unique ability to continue crafting intricate blends appealing to every smokers desires and specific taste preferences. This Maduro is medium to full bodied and loaded with rich flavors of espresso, cocoa and light pepper. There’s also a bit of a cherry like sweetness throughout as well, if you can believe it!&nbsp;</p><p>Filler - Nicaraguan &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Binder - Nicaraguan &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Wrapper - Nicaraguan</p>",inactive,SABO,80002FA8-1531591411,casa-fernandez-miami-sabor-aganorsa-maduro,0,106,"2023-11-10 05:31:02"
